attribute_a,attribute_b,value
Wearing_Hat,Wearing_Necklace,-0.046697795391082764
Big_Lips,Blurry,-0.04655401036143303
Attractive,Straight_Hair,0.046180155128240585
High_Cheekbones,Wearing_Necktie,-0.045920707285404205
Big_Lips,Sideburns,-0.045915279537439346
Double_Chin,Goatee,0.04571106284856796
Big_Nose,Mouth_Slightly_Open,0.04529309645295143
Black_Hair,Rosy_Cheeks,-0.04528963938355446
Black_Hair,Pointy_Nose,-0.04510924965143204
Bags_Under_Eyes,Blurry,-0.04490373283624649
Big_Lips,Straight_Hair,-0.04484676197171211
Black_Hair,Sideburns,0.04463668540120125
Attractive,Mouth_Slightly_Open,0.04395461454987526
Bags_Under_Eyes,Eyeglasses,-0.04385489597916603
Black_Hair,Double_Chin,-0.04354597628116608
Pale_Skin,Young,0.04341309517621994
Bags_Under_Eyes,Brown_Hair,-0.043295491486787796
Oval_Face,Wavy_Hair,0.042941343039274216
Big_Nose,High_Cheekbones,0.04265039414167404
5_o_Clock_Shadow,Pale_Skin,-0.04262635111808777
Big_Lips,Pale_Skin,0.042443111538887024
Black_Hair,Blurry,-0.04240327328443527
Bushy_Eyebrows,Receding_Hairline,-0.042139932513237
Brown_Hair,Oval_Face,0.04208475723862648
Blurry,Straight_Hair,-0.04181048274040222
Eyeglasses,Narrow_Eyes,-0.04175008460879326
Brown_Hair,Pointy_Nose,0.04165969416499138
Gray_Hair,Rosy_Cheeks,-0.04163573682308197
Black_Hair,Heavy_Makeup,-0.041591886430978775
Bangs,Pale_Skin,0.04110792279243469
Arched_Eyebrows,Pale_Skin,0.040929004549980164
Chubby,Narrow_Eyes,0.04081151634454727
Brown_Hair,Smiling,0.0405937023460865
Blurry,Brown_Hair,-0.03926771506667137
Eyeglasses,Sideburns,0.03916909545660019
Double_Chin,Rosy_Cheeks,-0.038825493305921555
Attractive,Bushy_Eyebrows,0.0386502742767334
Gray_Hair,Wearing_Hat,-0.03855254873633385
Pale_Skin,Rosy_Cheeks,-0.038408465683460236
Heavy_Makeup,Pale_Skin,0.03837564215064049
Goatee,Pale_Skin,-0.03792847692966461
Big_Lips,Blond_Hair,0.037045273929834366
Bags_Under_Eyes,Pale_Skin,-0.036601193249225616
Double_Chin,Wearing_Hat,0.03651639074087143
Wearing_Earrings,Young,0.036290522664785385
Black_Hair,Oval_Face,0.0360473170876503
5_o_Clock_Shadow,Wearing_Hat,0.03604641929268837
Bushy_Eyebrows,Mouth_Slightly_Open,-0.035599417984485626
Bald,Rosy_Cheeks,-0.03506064787507057
5_o_Clock_Shadow,Blurry,-0.03481142967939377
Goatee,Wearing_Necktie,0.034674614667892456
Arched_Eyebrows,Bushy_Eyebrows,-0.034594301134347916
Pale_Skin,Sideburns,-0.03400449454784393
Gray_Hair,Mustache,0.03399452567100525
Brown_Hair,Sideburns,-0.033768609166145325
Bushy_Eyebrows,Pale_Skin,-0.03374083340167999
5_o_Clock_Shadow,Receding_Hairline,-0.033653389662504196
Black_Hair,Mouth_Slightly_Open,-0.033209364861249924
Oval_Face,Pale_Skin,-0.033103253692388535
Bushy_Eyebrows,Rosy_Cheeks,-0.03306352347135544
No_Beard,Straight_Hair,0.033026207238435745
Heavy_Makeup,Narrow_Eyes,-0.03282934054732323
Bangs,Black_Hair,-0.032804228365421295
Arched_Eyebrows,Bangs,-0.03276093304157257
Wearing_Hat,Wearing_Necktie,-0.03271660953760147
Arched_Eyebrows,Receding_Hairline,-0.03260613605380058
Goatee,Oval_Face,-0.0323123075067997
Blurry,Mouth_Slightly_Open,-0.032263174653053284
No_Beard,Receding_Hairline,-0.03219583258032799
Straight_Hair,Wearing_Necklace,-0.032172560691833496
Receding_Hairline,Rosy_Cheeks,-0.03217002749443054
Mustache,Straight_Hair,-0.03201288729906082
Rosy_Cheeks,Straight_Hair,-0.03176317736506462
Black_Hair,Pale_Skin,-0.03151201829314232
Mouth_Slightly_Open,Wearing_Necktie,-0.030845455825328827
Chubby,Oval_Face,-0.0302048921585083
Bangs,Young,0.029979711398482323
Big_Nose,Straight_Hair,-0.029849160462617874
Bald,Wearing_Hat,-0.029797952622175217
Brown_Hair,High_Cheekbones,0.029771922156214714
Chubby,Pale_Skin,-0.029768412932753563
Big_Lips,Mustache,0.02974666841328144
Big_Lips,No_Beard,0.029604235664010048
Chubby,Straight_Hair,-0.029562748968601227
Pale_Skin,Wearing_Necktie,-0.029155569151043892
Mustache,Pale_Skin,-0.028773557394742966
Sideburns,Wearing_Necktie,0.028707385063171387
Sideburns,Straight_Hair,-0.02849002182483673
Bangs,Big_Lips,0.028461407870054245
Bald,Bushy_Eyebrows,-0.028092019259929657
Big_Lips,Double_Chin,-0.027803931385278702
Blurry,Goatee,-0.027668071910738945
Pale_Skin,Receding_Hairline,-0.027617258951067924
Narrow_Eyes,Young,-0.02662649005651474
5_o_Clock_Shadow,Chubby,-0.0265372171998024
5_o_Clock_Shadow,Pointy_Nose,-0.026201197877526283
Double_Chin,Straight_Hair,-0.02617189660668373
Arched_Eyebrows,Narrow_Eyes,0.02565637044608593
Eyeglasses,Pale_Skin,-0.025637103244662285
Brown_Hair,Narrow_Eyes,-0.02472475916147232
Bangs,Straight_Hair,0.024693291634321213
Double_Chin,Pale_Skin,-0.024509547278285027
Bushy_Eyebrows,Wearing_Hat,-0.024438006803393364
Big_Lips,Wearing_Hat,-0.02440711483359337
Pale_Skin,Wearing_Hat,-0.02440287359058857
Bushy_Eyebrows,Pointy_Nose,-0.024325132369995117
Blurry,Male,0.0243198424577713
Chubby,High_Cheekbones,0.023504624143242836
Narrow_Eyes,Wavy_Hair,0.023294690996408463
Bags_Under_Eyes,Straight_Hair,0.023234954103827477
Big_Lips,Goatee,0.022461049258708954
Blurry,Sideburns,-0.022264469414949417
Goatee,Narrow_Eyes,-0.021839238703250885
Blurry,Wearing_Necktie,-0.02135307341814041
Pointy_Nose,Straight_Hair,-0.021134596318006516
Black_Hair,Eyeglasses,-0.021018240600824356
Blurry,Pale_Skin,-0.020739613100886345
Wearing_Necklace,Young,0.02064620517194271
Blurry,Double_Chin,-0.020377308130264282
Big_Lips,Smiling,0.020363816991448402
Pale_Skin,Wavy_Hair,0.020274857059121132
Oval_Face,Receding_Hairline,-0.02006063237786293
Brown_Hair,Straight_Hair,-0.020025592297315598
Blurry,Wavy_Hair,-0.01975168101489544
Pale_Skin,Wearing_Earrings,-0.019498739391565323
Mouth_Slightly_Open,Receding_Hairline,0.019253654405474663
Bald,Pale_Skin,-0.019248995929956436
Black_Hair,Wearing_Necktie,0.019084986299276352
Chubby,Smiling,0.01901123858988285
Bags_Under_Eyes,Big_Lips,-0.018972575664520264
Brown_Hair,Pale_Skin,-0.018925169482827187
Blond_Hair,Blurry,-0.0187417920678854
Receding_Hairline,Smiling,0.018625708296895027
Blurry,Eyeglasses,0.018612287938594818
Narrow_Eyes,Wearing_Necklace,0.018262850120663643
Blurry,Wearing_Hat,0.01826006919145584
High_Cheekbones,Receding_Hairline,0.018188880756497383
Narrow_Eyes,No_Beard,0.01818188466131687
Gray_Hair,Pale_Skin,-0.017844069749116898
Chubby,Mouth_Slightly_Open,0.017141422256827354
High_Cheekbones,Straight_Hair,-0.016982994973659515
5_o_Clock_Shadow,Double_Chin,-0.01679522916674614
5_o_Clock_Shadow,Young,0.016443027183413506
Oval_Face,Pointy_Nose,0.0163034126162529
Narrow_Eyes,Wearing_Lipstick,-0.01622019335627556
Bald,Blurry,-0.016179636120796204
Bushy_Eyebrows,Double_Chin,-0.016158027574419975
Smiling,Wearing_Necktie,-0.016120292246341705
Mouth_Slightly_Open,Straight_Hair,-0.016056910157203674
Eyeglasses,Straight_Hair,-0.01589185744524002
Gray_Hair,Narrow_Eyes,0.01583043485879898
Pale_Skin,Straight_Hair,0.015470125712454319
Bald,Narrow_Eyes,0.014072859659790993
Blurry,Chubby,-0.014053188264369965
Big_Lips,Chubby,-0.013984262011945248
Attractive,Black_Hair,0.013719252310693264
Narrow_Eyes,Wearing_Hat,-0.01362526137381792
Big_Lips,Brown_Hair,-0.013315616175532341
Bangs,Mouth_Slightly_Open,0.013108203187584877
Bangs,Pointy_Nose,0.01297213975340128
Black_Hair,Smiling,-0.012971431016921997
Black_Hair,Narrow_Eyes,-0.012703734450042248
Narrow_Eyes,Sideburns,-0.012611291371285915
Blurry,Wearing_Necklace,-0.012401150539517403
Narrow_Eyes,Pale_Skin,-0.01238938607275486
Big_Lips,Bushy_Eyebrows,0.011801904067397118
Arched_Eyebrows,Oval_Face,-0.01152897160500288
Arched_Eyebrows,Brown_Hair,0.01141666341573
Bushy_Eyebrows,Oval_Face,0.01131801400333643
5_o_Clock_Shadow,Bald,-0.011313512921333313
5_o_Clock_Shadow,Brown_Hair,-0.01122796256095171
Bald,Big_Lips,-0.011222541332244873
Bushy_Eyebrows,Chubby,-0.01107875443994999
Eyeglasses,Mouth_Slightly_Open,-0.010833244770765305
Bangs,Oval_Face,0.010807083919644356
Gray_Hair,Straight_Hair,-0.010281627997756004
5_o_Clock_Shadow,Eyeglasses,0.010218712501227856
Black_Hair,Receding_Hairline,-0.010113496333360672
Narrow_Eyes,Receding_Hairline,0.009435223415493965
Mouth_Slightly_Open,Pointy_Nose,0.009344229474663734
Gray_Hair,High_Cheekbones,-0.009120577946305275
Brown_Hair,Rosy_Cheeks,0.009085000492632389
Black_Hair,Chubby,-0.009070578962564468
Brown_Hair,Wearing_Necklace,-0.008441378362476826
Pale_Skin,Wearing_Necklace,-0.00820227712392807
Bangs,Blurry,-0.008106125518679619
Bald,Smiling,0.007315545342862606
Smiling,Young,-0.0072540100663900375
Receding_Hairline,Sideburns,0.0072230990044772625
Narrow_Eyes,Wearing_Necktie,0.0071386415511369705
Bags_Under_Eyes,Wearing_Hat,-0.007129407022148371
Gray_Hair,Sideburns,-0.007015051320195198
5_o_Clock_Shadow,Narrow_Eyes,-0.006945550441741943
Goatee,Gray_Hair,-0.0065223900601267815
Male,Narrow_Eyes,0.006226034834980965
Blurry,Gray_Hair,-0.005989403463900089
Double_Chin,Sideburns,0.005675893276929855
Bushy_Eyebrows,Smiling,-0.005594470072537661
Blond_Hair,Narrow_Eyes,0.005146365612745285
Oval_Face,Straight_Hair,0.00510378135368228
Smiling,Straight_Hair,0.004438010044395924
Black_Hair,High_Cheekbones,0.003808211302384734
Bald,Oval_Face,0.0038017407059669495
Bags_Under_Eyes,Black_Hair,-0.003771580522879958
Bald,Mouth_Slightly_Open,-0.003719103056937456
Mustache,Narrow_Eyes,-0.0033551082015037537
Gray_Hair,Mouth_Slightly_Open,0.003335080575197935
Arched_Eyebrows,Black_Hair,-0.003194921649992466
Receding_Hairline,Wearing_Earrings,-0.0031875374261289835
Bald,High_Cheekbones,-0.003056519664824009
High_Cheekbones,Young,-0.0029353839345276356
Gray_Hair,No_Beard,0.0028524058870971203
Mouth_Slightly_Open,Wearing_Hat,0.002655554795637727
Blurry,Receding_Hairline,-0.002633283846080303
Pale_Skin,Pointy_Nose,0.0025103515945374966
Blurry,No_Beard,-0.002424708567559719
Blurry,Mustache,-0.00231371121481061
Black_Hair,Wearing_Earrings,0.0021449171472340822
Narrow_Eyes,Wearing_Earrings,0.001794039853848517
Big_Lips,Receding_Hairline,0.0015541203320026398
Mouth_Slightly_Open,Young,-0.001350972568616271
Narrow_Eyes,Straight_Hair,0.0012843451695516706
Bangs,Narrow_Eyes,0.0009823497384786606
Brown_Hair,Wearing_Earrings,0.0008367556729353964
Bushy_Eyebrows,Narrow_Eyes,0.000753995671402663
Blond_Hair,Straight_Hair,-0.00022032350534573197
Narrow_Eyes,Rosy_Cheeks,0.00020431060693226755
Gray_Hair,Smiling,-0.00010514970927033573
Brown_Hair,Mouth_Slightly_Open,8.490491018164903e-05
